2024-06,Canada,66441657.00,66857349.000000
2024-07,Canada,67786847.00,67036803.000000
2024-08,Canada,67604219.00,67277574.333333
2024-09,Canada,68321269.00,67904111.666667
2024-10,Canada,69041870.00,68322452.666667
2024-11,Canada,69070294.00,68811144.333333
2024-12,Canada,70891213.00,69667792.333333
2025-01,Canada,70573782.00,70178429.666667
2025-02,Canada,69400454.00,70288483.000000
2025-03,Canada,70269650.00,70081295.333333
2025-04,Canada,70413365.00,70027823.000000
2025-05,Canada,69612679.00,70098564.666667
2025-06,Canada,70579225.00,70201756.333333
2025-07,Canada,70134576.00,70108826.666667
2025-08,Canada,70780386.00,70498062.333333
2025-09,Canada,70059094.00,70324685.333333
2025-10,Canada,70112774.00,70317418.000000
2025-11,Canada,70985144.00,70385670.666667
2025-12,Canada,70708740.00,70602219.333333
2019-01,Ontario,20208460.00,20208460.000000
2019-02,Ontario,20303537.00,20255998.500000
2019-03,Ontario,20332648.00,20281548.333333
2019-04,Ontario,20709633.00,20448606.000000
2019-05,Ontario,20829825.00,20624035.333333
2019-06,Ontario,20895556.00,20811671.333333
2019-07,Ontario,21159166.00,20961515.666667
2019-08,Ontario,21038507.00,21031076.333333
2019-09,Ontario,21167994.00,21121889.000000
2019-10,Ontario,20499721.00,20902074.000000
2019-11,Ontario,21026654.00,20898123.000000
2019-12,Ontario,21595758.00,21040711.000000
2020-01,Ontario,21000507.00,21207639.666667
2020-02,Ontario,21325158.00,21307141.000000
2020-03,Ontario,19305055.00,20543573.333333
2020-04,Ontario,13867134.00,18165782.333333
2020-05,Ontario,16112190.00,16428126.333333
2020-06,Ontario,21269304.00,17082876.000000
2020-07,Ontario,21339294.00,19573596.000000
2020-08,Ontario,21283510.00,21297369.333333
2020-09,Ontario,21980870.00,21534558.000000
2020-10,Ontario,22342351.00,21868910.333333
2020-11,Ontario,22181652.00,22168291.000000
2020-12,Ontario,21061215.00,21861739.333333
2021-01,Ontario,20179027.00,21140631.333333
2021-02,Ontario,21315940.00,20852060.666667
2021-03,Ontario,23345118.00,21613361.666667
2021-04,Ontario,20272315.00,21644457.666667
2021-05,Ontario,19843241.00,21153558.000000
2021-06,Ontario,22176823.00,20764126.333333
2021-07,Ontario,22859525.00,21626529.666667
2021-08,Ontario,23452781.00,22829709.666667
2021-09,Ontario,22751623.00,23021309.666667
2021-10,Ontario,23340552.00,23181652.000000
2021-11,Ontario,23665385.00,23252520.000000
2021-12,Ontario,23253532.00,23419823.000000
2022-01,Ontario,23976781.00,23631899.333333
2022-02,Ontario,23927604.00,23719305.666667
2022-03,Ontario,24525937.00,24143440.666667
2022-04,Ontario,24634331.00,24362624.000000
2022-05,Ontario,25371058.00,24843775.333333
2022-06,Ontario,25940324.00,25315237.666667
2022-07,Ontario,24444068.00,25251816.666667
2022-08,Ontario,24523942.00,24969444.666667
2022-09,Ontario,24703672.00,24557227.333333
2022-10,Ontario,24605031.00,24610881.666667
2022-11,Ontario,24465206.00,24591303.000000
2022-12,Ontario,24273841.00,24448026.000000
2023-01,Ontario,24613305.00,24450784.000000
2023-02,Ontario,24427785.00,24438310.333333
2023-03,Ontario,24232934.00,24424674.666667
2023-04,Ontario,24816515.00,24492411.333333
2023-05,Ontario,24723582.00,24591010.333333
2023-06,Ontario,24902259.00,24814118.666667
2023-07,Ontario,24745257.00,24790366.000000
2023-08,Ontario,24782281.00,24809932.333333
2023-09,Ontario,25151150.00,24892896.000000
2023-10,Ontario,24975707.00,24969712.666667
2023-11,Ontario,24941387.00,25022748.000000
2023-12,Ontario,25024852.00,24980648.666667
2024-01,Ontario,25934861.00,25300366.666667
2024-02,Ontario,26004500.00,25654737.666667
2024-03,Ontario,25477144.00,25805501.666667
2024-04,Ontario,25237074.00,25572906.000000
2024-05,Ontario,25273959.00,25329392.333333
2024-06,Ontario,25206447.00,25239160.000000
2024-07,Ontario,25595906.00,25358770.666667
2024-08,Ontario,25689183.00,25497178.666667
2024-09,Ontario,25822657.00,25702582.000000
2024-10,Ontario,26155247.00,25889029.000000
2024-11,Ontario,26423938.00,26133947.333333
2024-12,Ontario,27149927.00,26576370.666667
2025-01,Ontario,26683884.00,26752583.000000
2025-02,Ontario,26379755.00,26737855.333333
2025-03,Ontario,26683008.00,26582215.666667
2025-04,Ontario,26754966.00,26605909.666667
2025-05,Ontario,26207816.00,26548596.666667
2025-06,Ontario,26818327.00,26593703.000000
2025-07,Ontario,26617674.00,26547939.000000
2025-08,Ontario,26827533.00,26754511.333333
2025-09,Ontario,26484398.00,26643201.666667
2025-10,Ontario,26570735.00,26627555.333333
2025-11,Ontario,26736104.00,26597079.000000
2025-12,Ontario,26739658.00,26682165.666667
2019-01,Quebec,11163366.00,11163366.000000
2019-02,Quebec,11300910.00,11232138.000000
2019-03,Quebec,11428147.00,11297474.333333
2019-04,Quebec,11247295.00,11325450.666667
2019-05,Quebec,11467525.00,11380989.000000
2019-06,Quebec,11312376.00,11342398.666667
2019-07,Quebec,11435129.00,11405010.000000
2019-08,Quebec,11394962.00,11380822.333333
2019-09,Quebec,11533892.00,11454661.000000
2019-10,Quebec,11370798.00,11433217.333333
2019-11,Quebec,11402632.00,11435774.000000
2019-12,Quebec,11548840.00,11440756.666667
2020-01,Quebec,11625812.00,11525761.333333
2020-02,Quebec,11542429.00,11572360.333333
2020-03,Quebec,9685949.00,10951396.666667
2020-04,Quebec,7156289.00,9461555.666667
2020-05,Quebec,10088705.00,8976981.000000
2020-06,Quebec,12348380.00,9864458.000000
2020-07,Quebec,12316742.00,11584609.000000
2020-08,Quebec,12463076.00,12376066.000000
2020-09,Quebec,12522834.00,12434217.333333
2020-10,Quebec,12657567.00,12547825.666667
2020-11,Quebec,12964825.00,12715075.333333
2020-12,Quebec,12139198.00,12587196.666667
2021-01,Quebec,10858821.00,11987614.666667
2021-02,Quebec,12965413.00,11987810.666667
2021-03,Quebec,13780138.00,12534790.666667
2021-04,Quebec,13452879.00,13399476.666667
2021-05,Quebec,13124255.00,13452424.000000
2021-06,Quebec,12970618.00,13182584.000000
2021-07,Quebec,13073874.00,13056249.000000
2021-08,Quebec,13253357.00,13099283.000000
2021-09,Quebec,13409984.00,13245738.333333
2021-10,Quebec,13401277.00,13354872.666667
2021-11,Quebec,13574946.00,13462069.000000
2021-12,Quebec,13457059.00,13477760.666667
2022-01,Quebec,14031563.00,13687856.000000
2022-02,Quebec,13976959.00,13821860.333333
2022-03,Quebec,13918014.00,13975512.000000
2022-04,Quebec,13862196.00,13919056.333333
2022-05,Quebec,14586695.00,14122301.666667
2022-06,Quebec,14407162.00,14285351.000000
2022-07,Quebec,14193599.00,14395818.666667
2022-08,Quebec,14282964.00,14294575.000000
2022-09,Quebec,14090619.00,14189060.666667
2022-10,Quebec,14398590.00,14257391.000000
2022-11,Quebec,14447717.00,14312308.666667
2022-12,Quebec,14491642.00,14445983.000000
2023-01,Quebec,14618239.00,14519199.333333
2023-02,Quebec,14673499.00,14594460.000000
2023-03,Quebec,14653122.00,14648286.666667
2023-04,Quebec,14568564.00,14631728.333333
2023-05,Quebec,14531519.00,14584401.666667
2023-06,Quebec,14749026.00,14616369.666667
2023-07,Quebec,14881830.00,14720791.666667
2023-08,Quebec,14769171.00,14800009.000000
2023-09,Quebec,14918960.00,14856653.666667
2023-10,Quebec,15008776.00,14898969.000000
2023-11,Quebec,14952210.00,14959982.000000
2023-12,Quebec,14755430.00,14905472.000000
2024-01,Quebec,14767544.00,14825061.333333
2024-02,Quebec,14702148.00,14741707.333333
2024-03,Quebec,14786536.00,14752076.000000
2024-04,Quebec,14946847.00,14811843.666667
2024-05,Quebec,14980570.00,14904651.000000
2024-06,Quebec,14857326.00,14928247.666667
2024-07,Quebec,15079223.00,14972373.000000
2024-08,Quebec,15047423.00,14994657.333333
2024-09,Quebec,15157063.00,15094569.666667
2024-10,Quebec,15368225.00,15190903.666667
2024-11,Quebec,15329704.00,15284997.333333
2024-12,Quebec,15817522.00,15505150.333333
2025-01,Quebec,15471204.00,15539476.666667
2025-02,Quebec,15230056.00,15506260.666667
2025-03,Quebec,15502754.00,15401338.000000
2025-04,Quebec,15596844.00,15443218.000000
2025-05,Quebec,15413556.00,15504384.666667
2025-06,Quebec,15503850.00,15504750.000000
2025-07,Quebec,15552827.00,15490077.666667
2025-08,Quebec,15868463.00,15641713.333333
2025-09,Quebec,15769257.00,15730182.333333
2025-10,Quebec,15601219.00,15746313.000000
2025-11,Quebec,15648579.00,15673018.333333
2025-12,Quebec,15748859.00,15666219.000000
