2019-08,Canada,54350184.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-08,Quebec,11394962.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-08,Ontario,21038507.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-08,Alberta,7003906.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-08,British Columbia,7674922.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-09,Canada,54363245.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-09,Quebec,11533892.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-09,Ontario,21167994.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-09,Alberta,6851074.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-09,British Columbia,7613130.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-10,Canada,53625470.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-10,Quebec,11370798.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-10,Ontario,20499721.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-10,Alberta,6934850.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-10,British Columbia,7600067.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-11,Canada,54040294.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-11,Quebec,11402632.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-11,Ontario,21026654.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-11,Alberta,6833655.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-11,British Columbia,7631816.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-12,Canada,55349866.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-12,Quebec,11548840.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-12,Ontario,21595758.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-12,Alberta,7069474.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2019-12,British Columbia,7828135.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-01,Canada,54694567.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-01,Quebec,11625812.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-01,Ontario,21000507.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-01,Alberta,7083978.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-01,British Columbia,7644188.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-02,Canada,54879879.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-02,Quebec,11542429.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-02,Ontario,21325158.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-02,Alberta,6968621.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-02,British Columbia,7755909.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-03,Canada,48808933.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-03,Quebec,9685949.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-03,Ontario,19305055.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-03,Alberta,6043770.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-03,British Columbia,7266578.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-04,Canada,37562059.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-04,Quebec,7156289.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-04,Ontario,13867134.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-04,Alberta,5068118.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-04,British Columbia,6050867.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-05,Canada,45898194.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-05,Quebec,10088705.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-05,Ontario,16112190.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-05,Alberta,6176291.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-05,British Columbia,6903359.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-06,Canada,55877453.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-06,Quebec,12348380.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-06,Ontario,21269304.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-06,Alberta,6998393.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-06,British Columbia,7760208.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-07,Canada,56307980.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-07,Quebec,12316742.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-07,Ontario,21339294.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-07,Alberta,7129646.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-07,British Columbia,7941231.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-08,Canada,56079836.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-08,Quebec,12463076.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-08,Ontario,21283510.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-08,Alberta,6760693.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-08,British Columbia,7974952.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-09,Canada,57985834.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-09,Quebec,12522834.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-09,Ontario,21980870.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-09,Alberta,7480420.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-09,British Columbia,8273255.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-10,Canada,58530435.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-10,Quebec,12657567.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-10,Ontario,22342351.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-10,Alberta,7414225.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-10,British Columbia,8427019.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-11,Canada,58735568.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-11,Quebec,12964825.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-11,Ontario,22181652.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-11,Alberta,7468556.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-11,British Columbia,8456943.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-12,Canada,56372888.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-12,Quebec,12139198.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-12,Ontario,21061215.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-12,Alberta,7381316.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2020-12,British Columbia,8461930.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-01,Canada,55167078.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-01,Quebec,10858821.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-01,Ontario,20179027.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-01,Alberta,7552942.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-01,British Columbia,8718613.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-02,Canada,58691211.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-02,Quebec,12965413.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-02,Ontario,21315940.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-02,Alberta,7659249.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-02,British Columbia,8725991.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-03,Canada,61692136.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-03,Quebec,13780138.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-03,Ontario,23345118.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-03,Alberta,7581547.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-03,British Columbia,8723580.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-04,Canada,58413210.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-04,Quebec,13452879.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-04,Ontario,20272315.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-04,Alberta,7693001.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-04,British Columbia,8798606.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-05,Canada,57034665.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-05,Quebec,13124255.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-05,Ontario,19843241.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-05,Alberta,7405134.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-05,British Columbia,8706499.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-06,Canada,59665182.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-06,Quebec,12970618.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-06,Ontario,22176823.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-06,Alberta,7621928.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-06,British Columbia,8787489.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-07,Canada,60202542.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-07,Quebec,13073874.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-07,Ontario,22859525.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-07,Alberta,7497697.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-07,British Columbia,8683015.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-08,Canada,61117315.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-08,Quebec,13253357.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-08,Ontario,23452781.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-08,Alberta,7520949.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-08,British Columbia,8673797.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-09,Canada,60798116.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-09,Quebec,13409984.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-09,Ontario,22751623.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-09,Alberta,7633607.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-09,British Columbia,8727495.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-10,Canada,61717971.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-10,Quebec,13401277.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-10,Ontario,23340552.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-10,Alberta,7839996.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-10,British Columbia,8740452.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-11,Canada,62372150.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-11,Quebec,13574946.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-11,Ontario,23665385.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-11,Alberta,7903125.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-11,British Columbia,8724617.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-12,Canada,61335552.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-12,Quebec,13457059.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-12,Ontario,23253532.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-12,Alberta,7624476.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2021-12,British Columbia,8642887.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-01,Canada,62902231.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-01,Quebec,14031563.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-01,Ontario,23976781.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-01,Alberta,7704806.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-01,British Columbia,8848131.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-02,Canada,63226183.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-02,Quebec,13976959.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-02,Ontario,23927604.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-02,Alberta,7872878.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-02,British Columbia,8873580.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-03,Canada,64010320.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-03,Quebec,13918014.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-03,Ontario,24525937.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-03,Alberta,8064834.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-03,British Columbia,8849661.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-04,Canada,64083589.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-04,Quebec,13862196.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-04,Ontario,24634331.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-04,Alberta,8059868.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-04,British Columbia,8948202.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-05,Canada,65991852.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-05,Quebec,14586695.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-05,Ontario,25371058.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-05,Alberta,8224780.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-05,British Columbia,8959611.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-06,Canada,66813170.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-06,Quebec,14407162.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-06,Ontario,25940324.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-06,Alberta,8190757.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-06,British Columbia,9303459.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-07,Canada,64911949.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-07,Quebec,14193599.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-07,Ontario,24444068.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-07,Alberta,8347161.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-07,British Columbia,8997816.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-08,Canada,65182272.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-08,Quebec,14282964.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-08,Ontario,24523942.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-08,Alberta,8304860.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-08,British Columbia,9188450.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-09,Canada,64874350.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-09,Quebec,14090619.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-09,Ontario,24703672.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-09,Alberta,8215623.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-09,British Columbia,8996452.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-10,Canada,65505091.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-10,Quebec,14398590.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-10,Ontario,24605031.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-10,Alberta,8324907.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-10,British Columbia,9076964.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-11,Canada,65322241.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-11,Quebec,14447717.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-11,Ontario,24465206.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-11,Alberta,8271164.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-11,British Columbia,9058258.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-12,Canada,64724032.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-12,Quebec,14491642.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-12,Ontario,24273841.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-12,Alberta,8225769.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2022-12,British Columbia,8788552.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-01,Canada,66337030.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-01,Quebec,14618239.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-01,Ontario,24613305.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-01,Alberta,8840565.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-01,British Columbia,9177182.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-02,Canada,65393717.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-02,Quebec,14673499.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-02,Ontario,24427785.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-02,Alberta,8663680.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-02,British Columbia,8696408.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-03,Canada,65151898.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-03,Quebec,14653122.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-03,Ontario,24232934.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-03,Alberta,8496489.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-03,British Columbia,8996375.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-04,Canada,65543626.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-04,Quebec,14568564.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-04,Ontario,24816515.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-04,Alberta,8531992.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-04,British Columbia,8748978.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-05,Canada,65912418.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-05,Quebec,14531519.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-05,Ontario,24723582.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-05,Alberta,8637272.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-05,British Columbia,9060073.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-06,Canada,65999226.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-06,Quebec,14749026.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-06,Ontario,24902259.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-06,Alberta,8449079.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-06,British Columbia,8884836.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-07,Canada,65934437.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-07,Quebec,14881830.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-07,Ontario,24745257.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-07,Alberta,8308798.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-07,British Columbia,9012593.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-08,Canada,65928521.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-08,Quebec,14769171.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-08,Ontario,24782281.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-08,Alberta,8379730.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-08,British Columbia,9007119.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-09,Canada,66731505.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-09,Quebec,14918960.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-09,Ontario,25151150.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-09,Alberta,8454199.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-09,British Columbia,9064102.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-10,Canada,66669491.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-10,Quebec,15008776.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-10,Ontario,24975707.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-10,Alberta,8421060.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-10,British Columbia,9002367.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-11,Canada,66440630.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-11,Quebec,14952210.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-11,Ontario,24941387.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-11,Alberta,8402835.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-11,British Columbia,9053094.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-12,Canada,66326559.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-12,Quebec,14755430.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-12,Ontario,25024852.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-12,Alberta,8393397.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2023-12,British Columbia,9062904.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-01,Canada,67090062.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-01,Quebec,14767544.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-01,Ontario,25934861.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-01,Alberta,8395621.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-01,British Columbia,8814883.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-02,Canada,67161392.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-02,Quebec,14702148.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-02,Ontario,26004500.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-02,Alberta,8418580.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-02,British Columbia,8952506.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-03,Canada,66654941.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-03,Quebec,14786536.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-03,Ontario,25477144.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-03,Alberta,8409819.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-03,British Columbia,8948558.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-04,Canada,67248485.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-04,Quebec,14946847.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
2024-04,Ontario,25237074.00,Total retail sales,Seasonally adjusted,Retail trade [44-45]
